UniprotAccession	Organism	Kingdom	ProteinLength	TMHelixFirst90
F4KBW6	Arabidopsis thaliana	Viridiplantae	1838	False
Q8W1E3	Arabidopsis thaliana	Viridiplantae	298	False
O78750	Ovis aries	Metazoa	227	True
P62875	Homo sapiens	Metazoa	67	False
Q96QE3	Homo sapiens	Metazoa	1844	False
Q9LPW3	Arabidopsis thaliana	Viridiplantae	450	False
P35732	Saccharomyces cerevisiae	Fungi	738	False
Q5Z807	Oryza sativa subsp. japonica	Viridiplantae	390	False
Q9C6T1	Arabidopsis thaliana	Viridiplantae	505	False
O49562	Arabidopsis thaliana	Viridiplantae	403	False
Q96RN5	Homo sapiens	Metazoa	788	False
G5EGQ6	Caenorhabditis elegans	Metazoa	2684	False
Q920G2	Rattus norvegicus	Metazoa	337	False
A6NHQ2	Homo sapiens	Metazoa	334	False
Q08857	Mus musculus	Metazoa	472	True
P40460	Saccharomyces cerevisiae	Fungi	691	False
Q8K0U3	Mus musculus	Metazoa	198	True
Q1K6Q3	Neurospora crassa	Fungi	236	False
O59858	Schizosaccharomyces pombe	Fungi	158	False
Q9XI84	Arabidopsis thaliana	Viridiplantae	482	False
Q22197	Caenorhabditis elegans	Metazoa	184	False
O14284	Schizosaccharomyces pombe	Fungi	188	False
Q15811	Homo sapiens	Metazoa	1721	False
G5EFF5	Caenorhabditis elegans	Metazoa	753	False
Q8N100	Homo sapiens	Metazoa	152	False
O42636	Neurospora crassa	Fungi	278	False
Q9NY74	Homo sapiens	Metazoa	926	False
Q12216	Saccharomyces cerevisiae	Fungi	726	False
Q9BQ95	Homo sapiens	Metazoa	431	False
P53220	Saccharomyces cerevisiae	Fungi	239	True
Q2M2T7	Bos taurus	Metazoa	167	False
Q90Z80	Xenopus laevis	Metazoa	392	False
Q9UUK4	Schizosaccharomyces pombe	Fungi	202	False
Q12179	Saccharomyces cerevisiae	Fungi	454	False
Q8WVI0	Homo sapiens	Metazoa	70	True
Q06707	Saccharomyces cerevisiae	Fungi	132	False
Q12090	Saccharomyces cerevisiae	Fungi	404	False
P38172	Saccharomyces cerevisiae	Fungi	270	False
Q3U0V2	Mus musculus	Metazoa	310	False
Q9SAA2	Arabidopsis thaliana	Viridiplantae	271	False
Q8VYU8	Arabidopsis thaliana	Viridiplantae	396	False
Q9UBY9	Homo sapiens	Metazoa	170	False
O95625	Homo sapiens	Metazoa	1053	False
Q9NPJ6	Homo sapiens	Metazoa	270	False
O13612	Schizosaccharomyces pombe	Fungi	415	False
Q94AC8	Arabidopsis thaliana	Viridiplantae	274	False
Q9H0A8	Homo sapiens	Metazoa	199	False
Q8IXW5	Homo sapiens	Metazoa	612	False
A2A9C3	Mus musculus	Metazoa	3431	False
F1QN48	Danio rerio	Metazoa	379	False
Q5BKR2	Mus musculus	Metazoa	547	True
Q920D2	Rattus norvegicus	Metazoa	187	False
Q09XV5	Mus musculus	Metazoa	2582	False
O55207	Rattus norvegicus	Metazoa	1496	False
B2AFA8	Podospora anserina	Fungi	775	False
Q9FGN7	Arabidopsis thaliana	Viridiplantae	726	False
O60104	Schizosaccharomyces pombe	Fungi	376	False
Q8IRB5	Drosophila melanogaster	Metazoa	1465	False
Q8L3P4	Arabidopsis thaliana	Viridiplantae	654	False
D3ZUE1	Rattus norvegicus	Metazoa	857	False
Q925D4	Rattus norvegicus	Metazoa	263	True
Q3UHH1	Mus musculus	Metazoa	1832	False
P34981	Homo sapiens	Metazoa	398	True
Q6UB98	Homo sapiens	Metazoa	2062	False
P37107	Arabidopsis thaliana	Viridiplantae	564	False
Q5BJY9	Rattus norvegicus	Metazoa	423	False
Q0JFZ0	Oryza sativa subsp. japonica	Viridiplantae	247	False
Q62924	Rattus norvegicus	Metazoa	1129	False
Q9DC70	Mus musculus	Metazoa	224	False
P68350	Arabidopsis thaliana	Viridiplantae	175	False
Q40460	Nicotiana tabacum	Viridiplantae	442	False
Q12106	Saccharomyces cerevisiae	Fungi	302	True
G1XJN1	Arthrobotrys oligospora	Fungi	401	True
Q14DK4	Mus musculus	Metazoa	801	False
Q8NFT6	Homo sapiens	Metazoa	615	False
Q9Z2A5	Mus musculus	Metazoa	516	False
Q9CAF6	Arabidopsis thaliana	Viridiplantae	950	False
Q12285	Saccharomyces cerevisiae	Fungi	212	False
Q9GZS1	Homo sapiens	Metazoa	419	False
Q9DAD6	Mus musculus	Metazoa	137	False
Q6GKV1	Arabidopsis thaliana	Viridiplantae	324	False
Q9Y6K0	Homo sapiens	Metazoa	416	True
Q8NHG8	Homo sapiens	Metazoa	242	False
Q8N2Y8	Homo sapiens	Metazoa	1516	False
Q8RVC7	Chlamydomonas reinhardtii	Viridiplantae	411	False
Q8VZS6	Arabidopsis thaliana	Viridiplantae	567	False
Q04891	Mus musculus	Metazoa	613	False
Q5TKA1	Homo sapiens	Metazoa	542	False
Q9CAF5	Arabidopsis thaliana	Viridiplantae	338	False
Q05635	Saccharomyces cerevisiae	Fungi	350	False
Q84U09	Brassica napus	Viridiplantae	215	False
P36094	Saccharomyces cerevisiae	Fungi	363	False
Q96BN2	Homo sapiens	Metazoa	335	False
Q9BSH4	Homo sapiens	Metazoa	297	False
Q7YR75	Bos taurus	Metazoa	198	False
Q8N2C7	Homo sapiens	Metazoa	3258	False
Q5BJZ6	Rattus norvegicus	Metazoa	400	False
O08574	Mus musculus	Metazoa	370	False
Q91XU0	Mus musculus	Metazoa	660	False
P34619	Caenorhabditis elegans	Metazoa	1000	False
Q20924	Caenorhabditis elegans	Metazoa	473	False
Q8N9A8	Homo sapiens	Metazoa	125	True
O43813	Homo sapiens	Metazoa	399	False
O35914	Mus musculus	Metazoa	961	False
Q9H5F2	Homo sapiens	Metazoa	150	False
A7UWX2	Neurospora crassa	Fungi	470	False
P50542	Homo sapiens	Metazoa	639	False
Q9UTR9	Schizosaccharomyces pombe	Fungi	368	False
Q0E7J7	Schizosaccharomyces pombe	Fungi	325	False
P32786	Saccharomyces cerevisiae	Fungi	894	False
O13838	Schizosaccharomyces pombe	Fungi	371	False
Q9SZ15	Arabidopsis thaliana	Viridiplantae	421	False
Q09739	Schizosaccharomyces pombe	Fungi	210	False
Q35914	Sus scrofa	Metazoa	67	True
Q9NU22	Homo sapiens	Metazoa	5596	False
Q7XBS0	Oryza sativa subsp. japonica	Viridiplantae	721	True
P25686	Homo sapiens	Metazoa	324	False
Q9NZC4	Homo sapiens	Metazoa	300	False
P52739	Homo sapiens	Metazoa	623	False
P87176	Schizosaccharomyces pombe	Fungi	269	False
P83211	Bolinus brandaris	Metazoa	107	False
Q9NRY6	Homo sapiens	Metazoa	295	False
O74433	Schizosaccharomyces pombe	Fungi	67	True
O44476	Caenorhabditis elegans	Metazoa	833	False
O22832	Arabidopsis thaliana	Viridiplantae	401	False
Q6XQN6	Homo sapiens	Metazoa	538	False
Q967U1	Dictyostelium discoideum	Other	225	False
Q94A68	Arabidopsis thaliana	Viridiplantae	377	False
Q06315	Saccharomyces cerevisiae	Fungi	1026	False
Q0WR66	Arabidopsis thaliana	Viridiplantae	793	False
Q8VHL0	Mus musculus	Metazoa	384	True
Q8WVF1	Homo sapiens	Metazoa	389	False
O82265	Arabidopsis thaliana	Viridiplantae	1098	False
P25443	Saccharomyces cerevisiae	Fungi	254	False
Q9XIE2	Arabidopsis thaliana	Viridiplantae	1469	False
Q9LXR9	Arabidopsis thaliana	Viridiplantae	348	False
P36163	Saccharomyces cerevisiae	Fungi	345	True
P80680	Zea mays	Viridiplantae	97	False
Q08282	Saccharomyces cerevisiae	Fungi	695	False
Q9LRI8	Spinacia oleracea	Viridiplantae	562	False
Q9UQ35	Homo sapiens	Metazoa	2752	False
O14350	Schizosaccharomyces pombe	Fungi	181	False
P27889	Mus musculus	Metazoa	558	False
P34077	Saccharomyces cerevisiae	Fungi	839	False
Q9FGN8	Arabidopsis thaliana	Viridiplantae	639	False
Q8IWV7	Homo sapiens	Metazoa	1749	False
Q12802	Homo sapiens	Metazoa	2813	False
P19973	Mus musculus	Metazoa	330	False
I1RC73	Gibberella zeae	Fungi	492	False
P57080	Mus musculus	Metazoa	1055	False
Q8K3W3	Mus musculus	Metazoa	698	False
Q5BJF2	Homo sapiens	Metazoa	176	True
P15387	Rattus norvegicus	Metazoa	857	False
A6NHX0	Homo sapiens	Metazoa	329	False
Q12373	Saccharomyces cerevisiae	Fungi	385	False
Q94AN2	Arabidopsis thaliana	Viridiplantae	700	True
Q6P8Z1	Mus musculus	Metazoa	170	False
Q63ZY3	Homo sapiens	Metazoa	851	False
Q6L8Q7	Homo sapiens	Metazoa	609	False
Q9LFA3	Arabidopsis thaliana	Viridiplantae	434	False
Q9USM3	Schizosaccharomyces pombe	Fungi	418	False
Q9NXF7	Homo sapiens	Metazoa	216	False
Q12035	Saccharomyces cerevisiae	Fungi	217	False
Q8N3J2	Homo sapiens	Metazoa	472	False
Q8VEK3	Mus musculus	Metazoa	800	False
C4R4G9	Komagataella phaffii	Fungi	344	False
Q9LS48	Arabidopsis thaliana	Viridiplantae	316	False
G5EF68	Caenorhabditis elegans	Metazoa	648	False
P32198	Rattus norvegicus	Metazoa	773	True
Q8K4J6	Mus musculus	Metazoa	964	False
Q8VZ80	Arabidopsis thaliana	Viridiplantae	539	True
Q10R09	Oryza sativa subsp. japonica	Viridiplantae	310	False
Q811H0	Mus musculus	Metazoa	420	False
Q96BR5	Homo sapiens	Metazoa	231	False
Q9ASW3	Arabidopsis thaliana	Viridiplantae	471	False
Q08760	Saccharomyces cerevisiae	Fungi	435	False
Q9H832	Homo sapiens	Metazoa	354	False
A2AKX3	Mus musculus	Metazoa	2646	False
O88492	Mus musculus	Metazoa	1403	False
P54785	Saccharomyces cerevisiae	Fungi	490	False
Q01852	Saccharomyces cerevisiae	Fungi	431	False
P36957	Homo sapiens	Metazoa	453	False
Q9BYN7	Homo sapiens	Metazoa	854	False
Q6P2D8	Homo sapiens	Metazoa	792	False
Q01649	Saccharomyces cerevisiae	Fungi	594	False
Q9FKS8	Arabidopsis thaliana	Viridiplantae	446	True
A2AMT1	Mus musculus	Metazoa	669	False
Q9W3E2	Drosophila melanogaster	Metazoa	1195	False
Q96E09	Homo sapiens	Metazoa	287	False
P24929	Nicotiana tabacum	Viridiplantae	186	False
Q9FG13	Arabidopsis thaliana	Viridiplantae	329	False
Q96PY6	Homo sapiens	Metazoa	1258	False
P25284	Neurospora crassa	Fungi	375	False
Q9VEX5	Drosophila melanogaster	Metazoa	689	False
P52756	Homo sapiens	Metazoa	815	False
P53192	Saccharomyces cerevisiae	Fungi	235	True
O14980	Homo sapiens	Metazoa	1071	False
Q24167	Drosophila melanogaster	Metazoa	1507	False
F4JP52	Arabidopsis thaliana	Viridiplantae	826	False
Q9BSI4	Homo sapiens	Metazoa	451	False
Q86XI2	Homo sapiens	Metazoa	1143	False
Q96GX5	Homo sapiens	Metazoa	879	False
Q257B3	Trypanosoma brucei brucei	Other	345	False
Q3EBQ3	Arabidopsis thaliana	Viridiplantae	807	False
Q8R5A0	Mus musculus	Metazoa	433	False
P40090	Saccharomyces cerevisiae	Fungi	624	False
P92792	Solanum tuberosum	Viridiplantae	204	False
Q10424	Schizosaccharomyces pombe	Fungi	330	False
Q4WF54	Aspergillus fumigatus	Fungi	270	False
Q7S4E0	Neurospora crassa	Fungi	165	False
O04211	Arabidopsis thaliana	Viridiplantae	111	False
Q9SIV2	Arabidopsis thaliana	Viridiplantae	891	False
Q04305	Saccharomyces cerevisiae	Fungi	513	False
P47074	Saccharomyces cerevisiae	Fungi	515	False
Q96C86	Homo sapiens	Metazoa	337	False
Q04226	Saccharomyces cerevisiae	Fungi	346	False
Q8VY16	Arabidopsis thaliana	Viridiplantae	819	False
Q9VGA4	Drosophila melanogaster	Metazoa	1169	False
Q9C8H3	Arabidopsis thaliana	Viridiplantae	776	False
P16467	Saccharomyces cerevisiae	Fungi	563	False
Q9BQ87	Homo sapiens	Metazoa	522	False
Q84JE8	Arabidopsis thaliana	Viridiplantae	694	False
O74944	Schizosaccharomyces pombe	Fungi	547	False
Q04213	Saccharomyces cerevisiae	Fungi	475	False
Q8N9N2	Homo sapiens	Metazoa	400	False
P37382	Schizosaccharomyces pombe	Fungi	297	False
E5RQA1	Oryza sativa subsp. japonica	Viridiplantae	257	False
Q99N92	Mus musculus	Metazoa	148	False
A2T1U1	Brassica oleracea var. botrytis	Viridiplantae	305	False
P36956	Homo sapiens	Metazoa	1147	False
O77264	Drosophila melanogaster	Metazoa	361	False
Q9YHY6	Xenopus laevis	Metazoa	1364	False
Q60415	Cricetulus griseus	Metazoa	299	False
Q9URV9	Schizosaccharomyces pombe	Fungi	124	False
O60057	Schizosaccharomyces pombe	Fungi	411	False
Q24174	Drosophila melanogaster	Metazoa	904	False
Q8MLV1	Drosophila melanogaster	Metazoa	741	False
F4KH86	Arabidopsis thaliana	Viridiplantae	400	False
Q8NI37	Homo sapiens	Metazoa	304	False
P53899	Saccharomyces cerevisiae	Fungi	274	False
E3Q1H1	Trypanosoma brucei brucei	Other	147	False
P15619	Drosophila melanogaster	Metazoa	869	False
P38634	Saccharomyces cerevisiae	Fungi	284	False
Q03771	Saccharomyces cerevisiae	Fungi	387	False
Q9C103	Schizosaccharomyces pombe	Fungi	735	False
O48782	Arabidopsis thaliana	Viridiplantae	282	False
Q9W1R4	Drosophila melanogaster	Metazoa	1395	False
O43299	Homo sapiens	Metazoa	807	False
Q8CG64	Mus musculus	Metazoa	494	True
Q9C5J3	Arabidopsis thaliana	Viridiplantae	946	False
Q06011	Saccharomyces cerevisiae	Fungi	112	True
Q8VZD4	Arabidopsis thaliana	Viridiplantae	709	False
A4D2B0	Homo sapiens	Metazoa	266	False
Q96NE9	Homo sapiens	Metazoa	622	False
Q9CQG9	Mus musculus	Metazoa	134	True
Q04006	Saccharomyces cerevisiae	Fungi	179	False
Q9S7D1	Arabidopsis thaliana	Viridiplantae	808	False
Q9Y530	Homo sapiens	Metazoa	152	False
O43829	Homo sapiens	Metazoa	449	False
A0A7P0TBJ1	Homo sapiens	Metazoa	273	False
P53835	Saccharomyces cerevisiae	Fungi	661	True
Q06665	Saccharomyces cerevisiae	Fungi	692	False
Q9NXR7	Homo sapiens	Metazoa	383	False
P37840	Homo sapiens	Metazoa	140	False
P87231	Schizosaccharomyces pombe	Fungi	608	False
Q9Y4Z0	Homo sapiens	Metazoa	139	False
Q15678	Homo sapiens	Metazoa	1187	False
Q969F9	Homo sapiens	Metazoa	1004	False
Q9UU99	Schizosaccharomyces pombe	Fungi	1008	False
P11596	Drosophila melanogaster	Metazoa	197	False
Q9SI37	Arabidopsis thaliana	Viridiplantae	487	False
O60829	Homo sapiens	Metazoa	102	False
P31539	Saccharomyces cerevisiae	Fungi	908	False
Q9R226	Mus musculus	Metazoa	346	False
P12853	Chlamydomonas reinhardtii	Viridiplantae	291	False
Q9UHP7	Homo sapiens	Metazoa	191	True
O94643	Schizosaccharomyces pombe	Fungi	441	False
Q9XZS8	Drosophila melanogaster	Metazoa	613	False
P38140	Saccharomyces cerevisiae	Fungi	529	False
Q9LY66	Arabidopsis thaliana	Viridiplantae	346	False
A0A075TRA9	Penicillium expansum	Fungi	546	True
P15436	Saccharomyces cerevisiae	Fungi	1097	False
Q9BVL4	Homo sapiens	Metazoa	669	False
P09594	Spinacia oleracea	Viridiplantae	199	False
O95630	Homo sapiens	Metazoa	424	False
Q9MA15	Arabidopsis thaliana	Viridiplantae	711	False
Q9W157	Drosophila melanogaster	Metazoa	971	False
Q9QXK9	Mus musculus	Metazoa	374	False
Q8MXU4	Caenorhabditis elegans	Metazoa	107	False
Q9ULZ2	Homo sapiens	Metazoa	295	False
P32799	Saccharomyces cerevisiae	Fungi	129	True
P97855	Mus musculus	Metazoa	465	False
Q5M775	Homo sapiens	Metazoa	1068	False
P21651	Saccharomyces cerevisiae	Fungi	314	False
Q8WXW3	Homo sapiens	Metazoa	757	False
Q9Z1P2	Rattus norvegicus	Metazoa	892	False
Q8CI52	Mus musculus	Metazoa	662	False
Q1EHW4	Mus musculus	Metazoa	186	False
P38870	Saccharomyces cerevisiae	Fungi	785	False
E9Q9M8	Mus musculus	Metazoa	600	False
Q6NTE8	Homo sapiens	Metazoa	343	False
Q9EPI8	Rattus norvegicus	Metazoa	374	False
Q9Y6M1	Homo sapiens	Metazoa	599	False
Q9BPZ7	Homo sapiens	Metazoa	522	False
Q8TF40	Homo sapiens	Metazoa	1166	False
Q5EAJ7	Strongylocentrotus purpuratus	Metazoa	857	False
O94561	Schizosaccharomyces pombe	Fungi	195	False
Q08605	Drosophila melanogaster	Metazoa	581	False
Q9HD15	Homo sapiens	Metazoa	224	False
Q9SJW9	Arabidopsis thaliana	Viridiplantae	571	False
Q96RG2	Homo sapiens	Metazoa	1323	False
Q96LL9	Homo sapiens	Metazoa	226	False
Q9P7A0	Schizosaccharomyces pombe	Fungi	319	False
Q5A4H5	Candida albicans	Fungi	731	False
Q9NPI6	Homo sapiens	Metazoa	582	False
Q9VD44	Drosophila melanogaster	Metazoa	1364	False
Q5MIZ7	Homo sapiens	Metazoa	849	False
P53846	Saccharomyces cerevisiae	Fungi	162	False
P40506	Saccharomyces cerevisiae	Fungi	365	False
P40515	Saccharomyces cerevisiae	Fungi	155	False
Q8NG98	Homo sapiens	Metazoa	312	True
P53333	Saccharomyces cerevisiae	Fungi	577	False
P62750	Homo sapiens	Metazoa	156	False
Q8W191	Arabidopsis thaliana	Viridiplantae	149	False
Q9P7V3	Schizosaccharomyces pombe	Fungi	220	False
O60130	Schizosaccharomyces pombe	Fungi	827	False
Q0WSX8	Arabidopsis thaliana	Viridiplantae	255	False
Q09961	Caenorhabditis elegans	Metazoa	148	False
P61581	Homo sapiens	Metazoa	75	False
Q9Y7K9	Schizosaccharomyces pombe	Fungi	246	False
P16455	Homo sapiens	Metazoa	207	False
Q9M9V9	Arabidopsis thaliana	Viridiplantae	156	False
P36525	Saccharomyces cerevisiae	Fungi	258	False
P48268	Chlamydomonas reinhardtii	Viridiplantae	82	True
P09595	Spinacia oleracea	Viridiplantae	218	False
Q92759	Homo sapiens	Metazoa	462	False
O54699	Rattus norvegicus	Metazoa	456	True
P41005	Schizosaccharomyces pombe	Fungi	101	False
Q8VY88	Arabidopsis thaliana	Viridiplantae	175	False
Q8LEA8	Arabidopsis thaliana	Viridiplantae	336	False
P28328	Homo sapiens	Metazoa	305	True
Q15424	Homo sapiens	Metazoa	915	False
P43619	Saccharomyces cerevisiae	Fungi	295	False
F4JP43	Arabidopsis thaliana	Viridiplantae	2037	False
O76329	Dictyostelium discoideum	Other	1738	False
P26321	Saccharomyces cerevisiae	Fungi	297	False
Q9W420	Drosophila melanogaster	Metazoa	1831	False
Q96E11	Homo sapiens	Metazoa	262	False
Q9S850	Arabidopsis thaliana	Viridiplantae	393	False
Q9SBK6	Brassica rapa subsp. pekinensis	Viridiplantae	392	False
P30793	Homo sapiens	Metazoa	250	False
O60674	Homo sapiens	Metazoa	1132	False
P25441	Saccharomyces cerevisiae	Fungi	422	False
Q6P4A7	Homo sapiens	Metazoa	337	False
Q9WUB9	Mesocricetus auratus	Metazoa	483	True
Q9H875	Homo sapiens	Metazoa	184	False
B6HQ74	Penicillium rubens	Fungi	390	False
Q10740	Saccharomyces cerevisiae	Fungi	671	False
P34341	Caenorhabditis elegans	Metazoa	821	False
Q9LTT3	Arabidopsis thaliana	Viridiplantae	319	False
O04209	Arabidopsis thaliana	Viridiplantae	258	False
Q9BV20	Homo sapiens	Metazoa	369	False
Q9LR64	Arabidopsis thaliana	Viridiplantae	174	False
P28005	Saccharomyces cerevisiae	Fungi	173	False
Q9HCJ1	Homo sapiens	Metazoa	492	True
Q9DEX1	Xenopus laevis	Metazoa	560	False
O74356	Schizosaccharomyces pombe	Fungi	585	False
Q18PE0	Mus musculus	Metazoa	504	False
O13788	Schizosaccharomyces pombe	Fungi	527	False
Q6ZPK0	Mus musculus	Metazoa	688	False
Q9UBC1	Homo sapiens	Metazoa	381	False
P34257	Caenorhabditis elegans	Metazoa	329	False
Q9SKZ1	Arabidopsis thaliana	Viridiplantae	296	False
Q38834	Arabidopsis thaliana	Viridiplantae	852	False
Q7L5N1	Homo sapiens	Metazoa	327	False
P92973	Arabidopsis thaliana	Viridiplantae	608	False
Q09808	Schizosaccharomyces pombe	Fungi	152	False
Q9HD23	Homo sapiens	Metazoa	443	False
Q84ST4	Oryza sativa subsp. japonica	Viridiplantae	343	False
Q9SZR9	Arabidopsis thaliana	Viridiplantae	638	False
P27895	Saccharomyces cerevisiae	Fungi	1000	False
Q6PFQ7	Mus musculus	Metazoa	802	False
Q09793	Schizosaccharomyces pombe	Fungi	425	False
F4JCU0	Arabidopsis thaliana	Viridiplantae	1007	False
P53724	Saccharomyces cerevisiae	Fungi	139	False
P00950	Saccharomyces cerevisiae	Fungi	247	False
P82913	Bos taurus	Metazoa	256	False
P09622	Homo sapiens	Metazoa	509	False
Q99J99	Mus musculus	Metazoa	297	False
O74791	Schizosaccharomyces pombe	Fungi	470	False
Q0JHU5	Oryza sativa subsp. japonica	Viridiplantae	159	False
P46673	Saccharomyces cerevisiae	Fungi	744	False
Q9GSF8	Euplotes aediculatus	Other	437	False
O63075	Chlamydomonas reinhardtii	Viridiplantae	238	True
Q9HE07	Schizosaccharomyces pombe	Fungi	534	False
P78963	Schizosaccharomyces pombe	Fungi	625	False
O59678	Schizosaccharomyces pombe	Fungi	166	False
P25039	Saccharomyces cerevisiae	Fungi	761	False
Q9BZE9	Homo sapiens	Metazoa	553	False
Q9LMA8	Arabidopsis thaliana	Viridiplantae	253	False
Q9NWT8	Homo sapiens	Metazoa	199	False
Q8C9E8	Mus musculus	Metazoa	313	True
Q336R3	Oryza sativa subsp. japonica	Viridiplantae	844	False
O74964	Schizosaccharomyces pombe	Fungi	803	False
Q2V3L3	Arabidopsis thaliana	Viridiplantae	387	False
P53170	Saccharomyces cerevisiae	Fungi	491	False
Q10422	Schizosaccharomyces pombe	Fungi	297	False
Q8NDZ0	Homo sapiens	Metazoa	799	False
Q9U1W1	Caenorhabditis elegans	Metazoa	486	False
Q94JV5	Arabidopsis thaliana	Viridiplantae	307	False
Q3UB74	Mus musculus	Metazoa	406	False
Q9YH58	Gallus gallus	Metazoa	541	False
Q05934	Saccharomyces cerevisiae	Fungi	901	False
Q3ZBI7	Bos taurus	Metazoa	58	True
P54939	Gallus gallus	Metazoa	2541	False
O13915	Schizosaccharomyces pombe	Fungi	265	False
Q1K8E0	Neurospora crassa	Fungi	256	False
Q5AMH6	Candida albicans	Fungi	821	False
Q19087	Caenorhabditis elegans	Metazoa	470	False
Q8LAP6	Arabidopsis thaliana	Viridiplantae	409	False
P17937	Schizosaccharomyces pombe	Fungi	249	False
P53060	Saccharomyces cerevisiae	Fungi	241	False
P53331	Saccharomyces cerevisiae	Fungi	553	False
Q9HD34	Homo sapiens	Metazoa	91	False
Q9CZG9	Mus musculus	Metazoa	140	False
Q01519	Saccharomyces cerevisiae	Fungi	83	False
G5EEH9	Caenorhabditis elegans	Metazoa	1678	False
Q09666	Homo sapiens	Metazoa	5890	False
Q96AB3	Homo sapiens	Metazoa	205	False
Q8H1F7	Arabidopsis thaliana	Viridiplantae	332	False
K7WDL7	Catharanthus roseus	Viridiplantae	388	False
Q8GXD9	Arabidopsis thaliana	Viridiplantae	644	False
O43739	Homo sapiens	Metazoa	400	False
Q9FE22	Arabidopsis thaliana	Viridiplantae	292	False
Q92619	Homo sapiens	Metazoa	1136	False
O13978	Schizosaccharomyces pombe	Fungi	184	False
Q08492	Saccharomyces cerevisiae	Fungi	214	False
Q9N425	Caenorhabditis elegans	Metazoa	501	False
Q8IWZ6	Homo sapiens	Metazoa	715	False
P29144	Homo sapiens	Metazoa	1249	False
A8MQL1	Arabidopsis thaliana	Viridiplantae	1082	False
Q9Y2L1	Homo sapiens	Metazoa	958	False
Q9NVI7	Homo sapiens	Metazoa	586	False
P41161	Homo sapiens	Metazoa	510	False
O94668	Schizosaccharomyces pombe	Fungi	388	False
Q9D6J5	Mus musculus	Metazoa	186	False
Q9USQ7	Schizosaccharomyces pombe	Fungi	606	False
Q23529	Caenorhabditis elegans	Metazoa	777	False
Q17990	Caenorhabditis elegans	Metazoa	439	True
Q07800	Saccharomyces cerevisiae	Fungi	427	False
Q6IPR1	Homo sapiens	Metazoa	90	False
P53184	Saccharomyces cerevisiae	Fungi	216	False
O13852	Schizosaccharomyces pombe	Fungi	249	False
Q8WYA6	Homo sapiens	Metazoa	563	False
P53968	Saccharomyces cerevisiae	Fungi	678	False
O88873	Rattus norvegicus	Metazoa	529	False
Q5AL36	Candida albicans	Fungi	269	False
Q12318	Saccharomyces cerevisiae	Fungi	242	False
P34162	Saccharomyces cerevisiae	Fungi	210	False
P87315	Schizosaccharomyces pombe	Fungi	1630	False
Q9VQB6	Drosophila melanogaster	Metazoa	971	False
A0A7J6K629	Toxoplasma gondii	Other	547	True
Q6AX31	Xenopus laevis	Metazoa	660	True
O35394	Rattus norvegicus	Metazoa	185	True
A9UHW6	Homo sapiens	Metazoa	222	False
