UniprotAccession	Organism	Kingdom	ProteinLength	SPPosition	label	TMHelixFirst90	Fold	Set
P80109	Bos taurus	Metazoa	839	23.0	positive	N/A	ac	train
Q05359	Saccharomyces cerevisiae	Fungi	219	22.0	positive	N/A	ab	train
Q12127	Saccharomyces cerevisiae	Fungi	133	18.0	positive	N/A	ae	train
Q28143	Bos taurus	Metazoa	456	35.0	positive	N/A	aa	train
Q61508	Mus musculus	Metazoa	559	19.0	positive	N/A	aa	bench
Q63617	Rattus norvegicus	Metazoa	999	32.0	positive	N/A	ad	train
Q8C1Q4	Mus musculus	Metazoa	291	21.0	positive	N/A	ac	bench
Q968Z6	Dictyostelium discoideum	Other	557	19.0	positive	N/A	ab	train
Q9LXD6	Arabidopsis thaliana	Viridiplantae	773	23.0	positive	N/A	aa	train
Q9SU40	Arabidopsis thaliana	Viridiplantae	587	20.0	positive	N/A	aa	bench
O08795	Mus musculus	Metazoa	521	14.0	positive	N/A	aa	train
O35310	Mus musculus	Metazoa	311	20.0	positive	N/A	ae	train
O88917	Rattus norvegicus	Metazoa	1515	24.0	positive	N/A	aa	train
P00724	Saccharomyces cerevisiae	Fungi	532	19.0	positive	N/A	ad	train
P01139	Mus musculus	Metazoa	241	18.0	positive	N/A	ae	train
P02466	Rattus norvegicus	Metazoa	1372	22.0	positive	N/A	aa	train
P05059	Bos taurus	Metazoa	449	18.0	positive	N/A	ab	train
P06332	Mus musculus	Metazoa	457	26.0	positive	N/A	aa	train
P07727	Rattus norvegicus	Metazoa	457	28.0	positive	N/A	ab	bench
P11590	Mus musculus	Metazoa	178	16.0	positive	N/A	ad	train
P19137	Mus musculus	Metazoa	3083	24.0	positive	N/A	ad	train
P19427	Bos taurus	Metazoa	201	18.0	positive	N/A	aa	train
P23389	Bos taurus	Metazoa	646	20.0	positive	N/A	ab	train
P25236	Rattus norvegicus	Metazoa	385	19.0	positive	N/A	aa	train
P27654	Saccharomyces cerevisiae	Fungi	210	19.0	positive	N/A	ae	train
P28798	Mus musculus	Metazoa	589	17.0	positive	N/A	ab	train
P32472	Saccharomyces cerevisiae	Fungi	135	17.0	positive	N/A	ab	train
P38574	Bos taurus	Metazoa	287	18.0	positive	N/A	aa	train
P47178	Saccharomyces cerevisiae	Fungi	298	19.0	positive	N/A	ae	bench
P48765	Bos taurus	Metazoa	970	32.0	positive	N/A	ac	train
P51868	Rattus norvegicus	Metazoa	413	19.0	positive	N/A	aa	train
P54660	Dictyostelium discoideum	Other	143	22.0	positive	N/A	ad	train
P54900	Rattus norvegicus	Metazoa	215	29.0	positive	N/A	ab	train
Q01129	Rattus norvegicus	Metazoa	354	16.0	positive	N/A	ac	train
Q05928	Mus musculus	Metazoa	177	31.0	positive	N/A	ae	train
Q12396	Saccharomyces cerevisiae	Fungi	444	46.0	positive	N/A	ae	train
Q556R7	Dictyostelium discoideum	Other	303	24.0	positive	N/A	ad	train
Q61789	Mus musculus	Metazoa	3330	31.0	positive	N/A	ad	train
Q6IUU3	Rattus norvegicus	Metazoa	750	32.0	positive	N/A	ab	bench
Q6QD51	Rattus norvegicus	Metazoa	949	27.0	positive	N/A	ab	train
Q71DJ5	Arabidopsis thaliana	Viridiplantae	393	20.0	positive	N/A	ac	train
Q8H8C7	Oryza sativa subsp. japonica	Viridiplantae	356	28.0	positive	N/A	ac	bench
Q8VCS0	Mus musculus	Metazoa	530	22.0	positive	N/A	ad	train
Q9ERQ6	Rattus norvegicus	Metazoa	571	30.0	positive	N/A	ac	bench
Q9N4D8	Caenorhabditis elegans	Metazoa	123	17.0	positive	N/A	aa	train
Q9NAX4	Dictyostelium discoideum	Other	464	17.0	positive	N/A	ad	train
Q9R1T7	Rattus norvegicus	Metazoa	200	20.0	positive	N/A	ad	train
Q9Z0K8	Mus musculus	Metazoa	512	23.0	positive	N/A	ac	train
B8JLQ9	Danio rerio	Metazoa	363	24.0	positive	N/A	aa	train
G5ED35	Caenorhabditis elegans	Metazoa	135	20.0	positive	N/A	ab	train
O13547	Saccharomyces cerevisiae	Fungi	238	22.0	positive	N/A	ac	train
O35701	Mus musculus	Metazoa	481	27.0	positive	N/A	ae	train
O54861	Rattus norvegicus	Metazoa	825	31.0	positive	N/A	aa	bench
O88188	Mus musculus	Metazoa	162	19.0	positive	N/A	ae	train
P00687	Mus musculus	Metazoa	511	15.0	positive	N/A	ac	bench
P07141	Mus musculus	Metazoa	552	32.0	positive	N/A	ae	train
P08796	Dictyostelium discoideum	Other	514	19.0	positive	N/A	ad	train
P09470	Mus musculus	Metazoa	1312	34.0	positive	N/A	ac	train
P14925	Rattus norvegicus	Metazoa	976	25.0	positive	N/A	aa	train
P16235	Rattus norvegicus	Metazoa	700	26.0	positive	N/A	ab	bench
P18761	Mus musculus	Metazoa	317	17.0	positive	N/A	ad	train
P19324	Mus musculus	Metazoa	417	17.0	positive	N/A	ad	train
P20068	Rattus norvegicus	Metazoa	169	22.0	positive	N/A	ab	bench
P21570	Mus musculus	Metazoa	145	24.0	positive	N/A	aa	train
P28319	Saccharomyces cerevisiae	Fungi	239	20.0	positive	N/A	aa	train
P28825	Mus musculus	Metazoa	747	20.0	positive	N/A	ac	train
P32802	Saccharomyces cerevisiae	Fungi	667	22.0	positive	N/A	ab	bench
P33767	Saccharomyces cerevisiae	Fungi	430	20.0	positive	N/A	ad	train
P34115	Dictyostelium discoideum	Other	730	20.0	positive	N/A	ab	train
P35053	Rattus norvegicus	Metazoa	558	23.0	positive	N/A	aa	train
P56722	Bos taurus	Metazoa	979	34.0	positive	N/A	ad	train
Q02596	Mus musculus	Metazoa	151	19.0	positive	N/A	ac	train
Q05895	Mus musculus	Metazoa	956	21.0	positive	N/A	ac	train
Q5XM24	Dictyostelium discoideum	Other	494	18.0	positive	N/A	ab	train
Q62813	Rattus norvegicus	Metazoa	338	28.0	positive	N/A	aa	train
Q62867	Rattus norvegicus	Metazoa	317	24.0	positive	N/A	aa	bench
Q868Z9	Drosophila melanogaster	Metazoa	2898	26.0	positive	N/A	ae	train
Q8WMP9	Bos taurus	Metazoa	407	29.0	positive	N/A	ab	train
Q924B5	Rattus norvegicus	Metazoa	250	25.0	positive	N/A	ac	train
Q99ML8	Mus musculus	Metazoa	113	23.0	positive	N/A	ab	train
Q9QYH7	Rattus norvegicus	Metazoa	117	23.0	positive	N/A	ac	train
Q9Z1K9	Rattus norvegicus	Metazoa	827	17.0	positive	N/A	ab	bench
A5HAK0	Danio rerio	Metazoa	149	22.0	positive	N/A	ad	bench
O55232	Rattus norvegicus	Metazoa	130	32.0	positive	N/A	ab	train
P01830	Rattus norvegicus	Metazoa	161	19.0	positive	N/A	aa	bench
P01888	Bos taurus	Metazoa	118	20.0	positive	N/A	ab	bench
P04639	Rattus norvegicus	Metazoa	259	18.0	positive	N/A	ae	train
P11438	Mus musculus	Metazoa	406	24.0	positive	N/A	ad	train
P11654	Rattus norvegicus	Metazoa	1886	25.0	positive	N/A	aa	bench
P11911	Mus musculus	Metazoa	220	28.0	positive	N/A	ad	bench
P15247	Mus musculus	Metazoa	144	18.0	positive	N/A	aa	train
P15261	Mus musculus	Metazoa	477	25.0	positive	N/A	aa	bench
P22388	Rattus norvegicus	Metazoa	202	25.0	positive	N/A	ac	train
P24807	Mus musculus	Metazoa	76	26.0	positive	N/A	ab	train
P27773	Mus musculus	Metazoa	505	24.0	positive	N/A	aa	train
P28088	Bos taurus	Metazoa	441	26.0	positive	N/A	ac	train
P31836	Bos taurus	Metazoa	853	19.0	positive	N/A	aa	train
P33487	Arabidopsis thaliana	Viridiplantae	198	33.0	positive	N/A	aa	bench
P49259	Bos taurus	Metazoa	1463	20.0	positive	N/A	ac	train
P55203	Bos taurus	Metazoa	1110	56.0	positive	N/A	ab	train
P61312	Rattus norvegicus	Metazoa	146	25.0	positive	N/A	ac	train
P81160	Drosophila melanogaster	Metazoa	54	21.0	positive	N/A	ab	train
P83869	Drosophila melanogaster	Metazoa	46	22.0	positive	N/A	ad	train
P97710	Rattus norvegicus	Metazoa	509	31.0	positive	N/A	ae	train
Q00657	Rattus norvegicus	Metazoa	2326	29.0	positive	N/A	ad	bench
Q02795	Saccharomyces cerevisiae	Fungi	286	19.0	positive	N/A	ad	train
Q09098	Mus musculus	Metazoa	99	23.0	positive	N/A	aa	train
Q23997	Drosophila melanogaster	Metazoa	452	18.0	positive	N/A	ae	bench
Q4V4I9	Drosophila melanogaster	Metazoa	182	22.0	positive	N/A	ae	train
Q62598	Rattus norvegicus	Metazoa	687	17.0	positive	N/A	ae	train
Q63372	Rattus norvegicus	Metazoa	1530	30.0	positive	N/A	ab	train
Q63415	Rattus norvegicus	Metazoa	937	45.0	positive	N/A	ae	bench
Q76BW5	Oryza sativa subsp. japonica	Viridiplantae	290	25.0	positive	N/A	ad	bench
Q86IV5	Dictyostelium discoideum	Other	258	21.0	positive	N/A	ac	train
Q8WML4	Bos taurus	Metazoa	580	22.0	positive	N/A	ad	train
Q99MA2	Rattus norvegicus	Metazoa	674	22.0	positive	N/A	ae	train
Q9JI59	Mus musculus	Metazoa	298	28.0	positive	N/A	ae	train
Q9R100	Mus musculus	Metazoa	827	25.0	positive	N/A	ae	train
Q9SUQ8	Arabidopsis thaliana	Viridiplantae	187	29.0	positive	N/A	ae	bench
Q9V496	Drosophila melanogaster	Metazoa	3351	25.0	positive	N/A	ab	train
Q9VA83	Drosophila melanogaster	Metazoa	227	19.0	positive	N/A	aa	train
Q9VG55	Drosophila melanogaster	Metazoa	191	24.0	positive	N/A	ab	train
Q9VH14	Drosophila melanogaster	Metazoa	210	27.0	positive	N/A	aa	train
Q9VMD9	Drosophila melanogaster	Metazoa	2188	18.0	positive	N/A	ae	train
Q9Z0L3	Mus musculus	Metazoa	485	17.0	positive	N/A	ad	train
A0A7J6K7I9	Toxoplasma gondii	Other	553	64.0	positive	N/A	ae	train
C7G3K3	Liocheles australasiae	Metazoa	80	21.0	positive	N/A	aa	train
D3GDK4	Cryptopygus antarcticus	Metazoa	225	15.0	positive	N/A	ae	train
O00092	Aspergillus fumigatus	Fungi	465	26.0	positive	N/A	ab	train
O64411	Zea mays	Viridiplantae	500	28.0	positive	N/A	ab	bench
O97939	Sus scrofa	Metazoa	1142	38.0	positive	N/A	ae	train
P01269	Sus scrofa	Metazoa	115	25.0	positive	N/A	ab	bench
P02779	Oryctolagus cuniculus	Metazoa	91	21.0	positive	N/A	ab	bench
P07981	Hypocrea jecorina	Fungi	459	22.0	positive	N/A	ac	train
P09479	Gallus gallus	Metazoa	456	20.0	positive	N/A	ae	train
P0C1B3	Aspergillus oryzae	Fungi	499	21.0	positive	N/A	ab	bench
P0C8G7	Pomacea canaliculata	Metazoa	286	30.0	positive	N/A	ae	train
P0CS93	Gibberella zeae	Fungi	680	24.0	positive	N/A	aa	train
P22412	Sus scrofa	Metazoa	409	16.0	positive	N/A	ad	bench
P24021	Aspergillus oryzae	Fungi	287	20.0	positive	N/A	ab	train
P35495	Sus scrofa	Metazoa	133	24.0	positive	N/A	ae	train
P42292	Gallus gallus	Metazoa	588	33.0	positive	N/A	ad	train
P48819	Sus scrofa	Metazoa	459	19.0	positive	N/A	ac	train
P81702	Ceratocystis fimbriata f. sp. platani	Fungi	134	14.0	positive	N/A	ab	bench
Q09131	Glycine max	Viridiplantae	464	30.0	positive	N/A	ab	train
Q09140	Schizosaccharomyces pombe	Fungi	1448	18.0	positive	N/A	aa	train
Q59Y31	Candida albicans	Fungi	533	21.0	positive	N/A	ad	train
Q84UV8	Nicotiana langsdorffii x Nicotiana sanderae	Viridiplantae	274	25.0	positive	N/A	ae	train
Q86LE5	Rhipicephalus microplus	Metazoa	110	20.0	positive	N/A	ab	train
Q8X150	Gaeumannomyces tritici	Fungi	618	16.0	positive	N/A	aa	train
Q9LRC8	Scutellaria baicalensis	Viridiplantae	527	25.0	positive	N/A	aa	train
Q9TVX3	Olivierus martensii	Metazoa	61	28.0	positive	N/A	ae	train
U6BLZ9	Penicillium canescens	Fungi	463	26.0	positive	N/A	aa	bench
A0A0D1DWQ2	Mycosarcoma maydis	Fungi	290	21.0	positive	N/A	ac	bench
A0A7M6UMR7	Apis mellifera	Metazoa	1010	16.0	positive	N/A	ac	train
A6XMY0	Hyas araneus	Metazoa	64	25.0	positive	N/A	ac	bench
C0H9B6	Salmo salar	Metazoa	413	19.0	positive	N/A	ad	train
F1NSM7	Gallus gallus	Metazoa	743	18.0	positive	N/A	ac	bench
G4ZHR2	Phytophthora sojae	Other	241	19.0	positive	N/A	ad	train
K9L4P7	Penicillium chrysogenum	Fungi	604	18.0	positive	N/A	aa	bench
M1MR49	Rhipicephalus appendiculatus	Metazoa	176	24.0	positive	N/A	ab	train
O18998	Oryctolagus cuniculus	Metazoa	281	21.0	positive	N/A	ae	train
O42807	Aspergillus niger	Fungi	281	21.0	positive	N/A	ac	train
O64392	Triticum aestivum	Viridiplantae	146	21.0	positive	N/A	ac	bench
O76818	Agrotis ipsilon	Metazoa	193	19.0	positive	N/A	aa	bench
P0C8E7	Rhipicephalus sanguineus	Metazoa	114	20.0	positive	N/A	ad	train
P0C8G6	Pomacea canaliculata	Metazoa	565	26.0	positive	N/A	ac	train
P10764	Ovis aries	Metazoa	179	24.0	positive	N/A	ab	train
P30440	Felis catus	Metazoa	109	17.0	positive	N/A	ae	bench
P30659	Lutzomyia longipalpis	Metazoa	86	23.0	positive	N/A	ab	train
P45561	Sus scrofa	Metazoa	189	16.0	positive	N/A	ac	train
P53366	Sus scrofa	Metazoa	188	21.0	positive	N/A	aa	train
P58154	Lymnaea stagnalis	Metazoa	229	19.0	positive	N/A	ae	train
P79208	Ovis aries	Metazoa	603	16.0	positive	N/A	ac	train
P93484	Pisum sativum	Viridiplantae	623	22.0	positive	N/A	ad	bench
Q00193	Oryctolagus cuniculus	Metazoa	540	24.0	positive	N/A	ac	train
Q52085	Heterostelium pallidum	Other	320	19.0	positive	N/A	ad	train
Q5AMT2	Candida albicans	Fungi	308	18.0	positive	N/A	ae	train
Q6IWZ0	Aplysia californica	Metazoa	535	18.0	positive	N/A	aa	train
Q84ZX5	Artemisia vulgaris	Viridiplantae	132	24.0	positive	N/A	ac	train
Q8GT41	Platanus acerifolia	Viridiplantae	179	23.0	positive	N/A	aa	train
Q8MMJ7	Opisthacanthus madagascariensis	Metazoa	68	23.0	positive	N/A	ac	train
Q9NJ98	Manduca sexta	Metazoa	487	19.0	positive	N/A	ab	bench
Q9TY95	Plasmodium falciparum	Other	997	22.0	positive	N/A	ab	train
A0A1S3PBB7	Salmo salar	Metazoa	375	23.0	positive	N/A	ad	train
A6MEY4	Bungarus fasciatus	Metazoa	145	27.0	positive	N/A	ae	train
C0HKM3	Conus purpurascens	Metazoa	458	18.0	positive	N/A	ab	bench
H6U1I8	Tanacetum cinerariifolium	Viridiplantae	365	27.0	positive	N/A	ad	train
O01949	Aedes aegypti	Metazoa	273	19.0	positive	N/A	aa	train
P01165	Sus scrofa	Metazoa	207	22.0	positive	N/A	aa	train
P01168	Sus scrofa	Metazoa	116	24.0	positive	N/A	aa	train
P01297	Sus scrofa	Metazoa	121	24.0	positive	N/A	ab	train
P05117	Solanum lycopersicum	Viridiplantae	457	24.0	positive	N/A	ad	train
P0DL37	Urodacus yaschenkoi	Metazoa	62	24.0	positive	N/A	ab	train
P13806	Oryctolagus cuniculus	Metazoa	1106	26.0	positive	N/A	aa	train
P14448	Gallus gallus	Metazoa	741	18.0	positive	N/A	ad	bench
P19425	Aedes aegypti	Metazoa	97	19.0	positive	N/A	ae	train
P20507	Chlamydomonas reinhardtii	Viridiplantae	377	20.0	positive	N/A	aa	train
P23631	Latrodectus tredecimguttatus	Metazoa	1401	20.0	positive	N/A	ac	train
P27731	Gallus gallus	Metazoa	150	20.0	positive	N/A	ad	train
P29026	Rhizopus oligosporus	Fungi	540	22.0	positive	N/A	ab	train
P29241	Aplysia californica	Metazoa	282	24.0	positive	N/A	ac	train
P30986	Eschscholzia californica	Viridiplantae	538	23.0	positive	N/A	ac	train
P42098	Sus scrofa	Metazoa	421	22.0	positive	N/A	ae	train
P49256	Canis lupus familiaris	Metazoa	356	44.0	positive	N/A	ad	train
P52706	Prunus serotina	Viridiplantae	563	27.0	positive	N/A	ab	train
P81058	Penaeus vannamei	Metazoa	82	19.0	positive	N/A	ac	train
Q27309	Bombyx mori	Metazoa	1782	15.0	positive	N/A	aa	train
Q3L1D1	Agaricus bisporus	Fungi	594	25.0	positive	N/A	ae	bench
Q4WL81	Aspergillus fumigatus	Fungi	234	20.0	positive	N/A	ab	train
Q59XX2	Candida albicans	Fungi	378	32.0	positive	N/A	ad	train
Q76IQ4	Oncorhynchus mykiss	Metazoa	111	26.0	positive	N/A	ac	train
Q8ISL8	Apis mellifera	Metazoa	78	24.0	positive	N/A	ac	train
Q8J0K5	Talaromyces funiculosus	Fungi	282	39.0	positive	N/A	ac	train
Q8MMH3	Pimpla hypochondriaca	Metazoa	488	19.0	positive	N/A	ad	train
Q8MP06	Tyria jacobaeae	Metazoa	456	22.0	positive	N/A	ac	train
Q8WP90	Solenopsis invicta	Metazoa	153	19.0	positive	N/A	ac	train
Q8WPJ2	Mytilus edulis	Metazoa	367	17.0	positive	N/A	ae	train
Q95P90	Olivierus martensii	Metazoa	94	22.0	positive	N/A	aa	bench
Q9XSW3	Sus scrofa	Metazoa	240	18.0	positive	N/A	ac	train
Q9XYT4	Cryptorchestia cavimana	Metazoa	128	20.0	positive	N/A	ac	train
A0A5C2A2T2	Conus purpurascens	Metazoa	178	24.0	positive	N/A	ad	train
C9K4X8	Patiria pectinifera	Metazoa	116	29.0	positive	N/A	ae	bench
F1RRV3	Sus scrofa	Metazoa	2692	19.0	positive	N/A	ab	train
I3LGZ3	Sus scrofa	Metazoa	81	24.0	positive	N/A	ac	bench
O18330	Apis mellifera	Metazoa	432	19.0	positive	N/A	aa	train
O80323	Pyrus pyrifolia	Viridiplantae	222	22.0	positive	N/A	aa	train
P02701	Gallus gallus	Metazoa	152	24.0	positive	N/A	ac	train
P09230	Yarrowia lipolytica	Fungi	454	15.0	positive	N/A	ad	train
P15226	Tityus serrulatus	Metazoa	84	20.0	positive	N/A	ae	train
P19069	Cavia porcellus	Metazoa	1742	19.0	positive	N/A	aa	train
P56201	Oryctolagus cuniculus	Metazoa	797	24.0	positive	N/A	ae	train
P81054	Grifola frondosa	Fungi	348	18.0	positive	N/A	ae	train
P81383	Ophiophagus hannah	Metazoa	491	20.0	positive	N/A	ae	bench
Q1XG90	Crassostrea virginica	Metazoa	135	18.0	positive	N/A	aa	bench
Q27082	Tachypleus tridentatus	Metazoa	673	19.0	positive	N/A	aa	train
Q2ULM2	Aspergillus oryzae	Fungi	496	16.0	positive	N/A	ab	train
Q4W1I9	Zinnia elegans	Viridiplantae	321	30.0	positive	N/A	aa	train
Q6DWK3	Colletotrichum lindemuthianum	Fungi	248	26.0	positive	N/A	ae	bench
Q86QT3	Centruroides noxius	Metazoa	62	20.0	positive	N/A	ad	train
Q9YH85	Gallus gallus	Metazoa	2120	24.0	positive	N/A	ad	train
Q9ZT64	Pinus contorta	Viridiplantae	513	23.0	positive	N/A	ad	train
A0A1L6K371	Juglans nigra	Viridiplantae	510	23.0	positive	N/A	ad	train
A0A482A9N4	Talaromyces verruculosus	Fungi	328	21.0	positive	N/A	aa	train
B0XT72	Aspergillus fumigatus	Fungi	452	19.0	positive	N/A	ab	train
E0D877	Aedes albopictus	Metazoa	564	25.0	positive	N/A	ab	train
I1SB12	Microdochium nivale	Fungi	495	22.0	positive	N/A	ad	train
O61668	Olivierus martensii	Metazoa	88	18.0	positive	N/A	ad	train
P01500	Apis mellifera	Metazoa	46	27.0	positive	N/A	ae	train
P0DKU2	Pandinus imperator	Metazoa	145	15.0	positive	N/A	ae	train
P17715	Octodon degus	Metazoa	109	24.0	positive	N/A	aa	train
P25291	Canis lupus familiaris	Metazoa	509	21.0	positive	N/A	ad	train
P29022	Zea mays	Viridiplantae	280	25.0	positive	N/A	ab	bench
P29794	Canis lupus familiaris	Metazoa	180	20.0	positive	N/A	ae	train
P31723	Penicillium citrinum	Fungi	511	35.0	positive	N/A	aa	train
P67861	Daboia russelii	Metazoa	144	24.0	positive	N/A	ac	train
P78581	Aspergillus oryzae	Fungi	588	18.0	positive	N/A	aa	train
P79263	Sus scrofa	Metazoa	921	27.0	positive	N/A	ac	train
Q27908	Pinctada fucata	Metazoa	447	17.0	positive	N/A	aa	bench
Q28989	Sus scrofa	Metazoa	421	26.0	positive	N/A	aa	train
Q29486	Felis catus	Metazoa	524	17.0	positive	N/A	ab	train
Q55U20	Cryptococcus neoformans var. neoformans serotype D	Fungi	458	51.0	positive	N/A	ae	train
Q7SZI7	Xenopus laevis	Metazoa	1219	22.0	positive	N/A	ae	train
Q805F3	Xenopus laevis	Metazoa	397	16.0	positive	N/A	ac	train
Q8L5J1	Solanum lycopersicum	Viridiplantae	399	26.0	positive	N/A	aa	train
Q8WZI8	Aspergillus niger	Fungi	521	17.0	positive	N/A	ae	train
Q95JC9	Sus scrofa	Metazoa	676	16.0	positive	N/A	ac	train
Q9GQV7	Aedes aegypti	Metazoa	128	22.0	positive	N/A	ac	train
Q9U572	Penaeus monodon	Metazoa	1670	14.0	positive	N/A	ab	train
Q9UAD0	Olivierus martensii	Metazoa	59	24.0	positive	N/A	ac	train
Q9UVI4	Claviceps fusiformis	Fungi	394	16.0	positive	N/A	ab	train
P60153	Homo sapiens	Metazoa	205	26.0	positive	N/A	aa	train
Q5FWE3	Homo sapiens	Metazoa	981	27.0	positive	N/A	ac	train
O75711	Homo sapiens	Metazoa	98	20.0	positive	N/A	ab	bench
P12872	Homo sapiens	Metazoa	115	25.0	positive	N/A	ae	train
Q6UWV2	Homo sapiens	Metazoa	235	31.0	positive	N/A	ab	train
Q8NBM8	Homo sapiens	Metazoa	494	22.0	positive	N/A	ad	bench
Q8TAL6	Homo sapiens	Metazoa	211	18.0	positive	N/A	ae	train
Q96S96	Homo sapiens	Metazoa	227	22.0	positive	N/A	ad	train
Q9BX93	Homo sapiens	Metazoa	195	19.0	positive	N/A	ae	train
Q9HB40	Homo sapiens	Metazoa	452	26.0	positive	N/A	aa	train
Q6UXK5	Homo sapiens	Metazoa	716	25.0	positive	N/A	ae	train
Q6UW32	Homo sapiens	Metazoa	110	24.0	positive	N/A	ab	train
Q6UX52	Homo sapiens	Metazoa	265	20.0	positive	N/A	ae	bench
Q96PL1	Homo sapiens	Metazoa	93	21.0	positive	N/A	ad	train
Q9NRR1	Homo sapiens	Metazoa	136	22.0	positive	N/A	ac	train
Q9NTU7	Homo sapiens	Metazoa	201	27.0	positive	N/A	ae	bench
D4A540	Rattus norvegicus	Metazoa	148	31.0	positive	N/A	ad	train
P80513	Bos taurus	Metazoa	179	21.0	positive	N/A	ae	train
Q3UN54	Mus musculus	Metazoa	99	21.0	positive	N/A	aa	train
Q55GS3	Dictyostelium discoideum	Other	607	19.0	positive	N/A	aa	train
Q8LG54	Arabidopsis thaliana	Viridiplantae	130	21.0	positive	N/A	ac	train
Q8S2W4	Arabidopsis thaliana	Viridiplantae	61	22.0	positive	N/A	aa	train
O48818	Arabidopsis thaliana	Viridiplantae	257	20.0	positive	N/A	aa	train
O70280	Rattus norvegicus	Metazoa	212	26.0	positive	N/A	ab	train
P07994	Bos taurus	Metazoa	360	17.0	positive	N/A	ad	bench
P21837	Dictyostelium discoideum	Other	550	19.0	positive	N/A	ac	train
Q01460	Rattus norvegicus	Metazoa	367	23.0	positive	N/A	aa	train
Q02862	Mus musculus	Metazoa	184	15.0	positive	N/A	aa	train
Q0P569	Bos taurus	Metazoa	474	24.0	positive	N/A	ab	bench
Q4V645	Drosophila melanogaster	Metazoa	108	29.0	positive	N/A	ae	train
Q61400	Mus musculus	Metazoa	265	33.0	positive	N/A	ab	bench
Q8LD43	Arabidopsis thaliana	Viridiplantae	62	22.0	positive	N/A	ac	bench
Q8MI01	Bos taurus	Metazoa	330	23.0	positive	N/A	ae	train
Q9LJD9	Arabidopsis thaliana	Viridiplantae	60	27.0	positive	N/A	ab	bench
Q9M373	Arabidopsis thaliana	Viridiplantae	74	26.0	positive	N/A	aa	bench
G3MYZ3	Bos taurus	Metazoa	604	21.0	positive	N/A	ac	train
G5EC68	Caenorhabditis elegans	Metazoa	85	17.0	positive	N/A	ad	train
P02780	Rattus norvegicus	Metazoa	95	18.0	positive	N/A	ad	train
P04557	Bos taurus	Metazoa	140	25.0	positive	N/A	ab	train
P06911	Rattus norvegicus	Metazoa	188	19.0	positive	N/A	ae	train
P19035	Bos taurus	Metazoa	96	23.0	positive	N/A	ad	train
P81264	Bos taurus	Metazoa	98	22.0	positive	N/A	aa	train
Q53NL5	Oryza sativa subsp. japonica	Viridiplantae	290	27.0	positive	N/A	ae	train
Q5PP12	Arabidopsis thaliana	Viridiplantae	69	25.0	positive	N/A	ad	train
Q62632	Rattus norvegicus	Metazoa	306	18.0	positive	N/A	aa	bench
Q95121	Bos taurus	Metazoa	416	20.0	positive	N/A	ab	train
Q9C9H5	Arabidopsis thaliana	Viridiplantae	484	21.0	positive	N/A	ab	train
P00996	Bos taurus	Metazoa	79	23.0	positive	N/A	ad	train
P02783	Rattus norvegicus	Metazoa	112	21.0	positive	N/A	ac	train
P08541	Rattus norvegicus	Metazoa	530	23.0	positive	N/A	aa	train
P19034	Bos taurus	Metazoa	101	22.0	positive	N/A	aa	train
Q05443	Bos taurus	Metazoa	342	18.0	positive	N/A	aa	train
Q10E50	Oryza sativa subsp. japonica	Viridiplantae	163	43.0	positive	N/A	ae	train
Q10NX8	Oryza sativa subsp. japonica	Viridiplantae	858	30.0	positive	N/A	ae	bench
Q28862	Bos taurus	Metazoa	310	16.0	positive	N/A	aa	train
Q5JNJ5	Oryza sativa subsp. japonica	Viridiplantae	237	28.0	positive	N/A	ad	train
Q9TW32	Dictyostelium discoideum	Other	197	22.0	positive	N/A	ac	train
O35806	Rattus norvegicus	Metazoa	1764	35.0	positive	N/A	ab	train
P13204	Bos taurus	Metazoa	129	26.0	positive	N/A	ad	train
P17690	Bos taurus	Metazoa	345	19.0	positive	N/A	ab	train
P18892	Bos taurus	Metazoa	526	26.0	positive	N/A	aa	train
Q18184	Caenorhabditis elegans	Metazoa	89	23.0	positive	N/A	ae	train
Q60GF7	Rattus norvegicus	Metazoa	252	22.0	positive	N/A	ad	train
Q63191	Rattus norvegicus	Metazoa	1216	21.0	positive	N/A	ac	train
A0A2I6QB00	Trametes coccinea	Fungi	418	18.0	positive	N/A	ac	train
A1IKL2	Anisakis simplex	Metazoa	152	18.0	positive	N/A	ac	train
B0CPC6	Laccaria bicolor	Fungi	206	21.0	positive	N/A	aa	train
B4FZ87	Zea mays	Viridiplantae	396	31.0	positive	N/A	ad	bench
C0HL38	Trichonephila clavata	Metazoa	60	19.0	positive	N/A	ae	train
C4NZN9	Hyas araneus	Metazoa	131	16.0	positive	N/A	ac	train
G1CWH6	Clitoria ternatea	Viridiplantae	122	25.0	positive	N/A	aa	train
O42720	Ajellomyces capsulatus	Fungi	110	32.0	positive	N/A	ac	bench
O59896	Pycnoporus cinnabarinus	Fungi	518	21.0	positive	N/A	ae	train
O76942	Encephalitozoon cuniculi	Fungi	395	22.0	positive	N/A	ac	train
O93233	Gloydius brevicaudus siniticus	Metazoa	331	23.0	positive	N/A	aa	bench
P13917	Glycine max	Viridiplantae	427	24.0	positive	N/A	ab	train
P18657	Macaca fascicularis	Metazoa	83	26.0	positive	N/A	ac	train
P23577	Chlamydomonas reinhardtii	Viridiplantae	317	31.0	positive	N/A	ac	train
P24052	Gallus gallus	Metazoa	142	21.0	positive	N/A	ab	train
P24817	Momordica charantia	Viridiplantae	286	23.0	positive	N/A	ae	train
