Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
O60931	reviewed	CTNS_HUMAN	Cystinosin	CTNS	Homo sapiens (Human)	367
O61668	reviewed	SIX1_OLIMR	Beta-insect excitatory toxin BmKIT1 (Bm32-VI) (BmK IT1) (BmK IT) (BmKIT) (BmK-betaIT)		Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	88
O61705	reviewed	SCXA_OLIMR	Neurotoxin BmK-M10 (Alpha-neurotoxin TX9) (BmK AngM1) (BmK-X) (BmKX) (BmK10) (BmKalphaTx9) (Bmk M10) (BmkM10) (Neurotoxin M10)		Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	84
O64392	reviewed	WHW1_WHEAT	Wheatwin-1 (Pathogenesis-related protein 4a) (Protein 0.14) (RNase) (EC 3.1.-.-)	PR4A	Triticum aestivum (Wheat)	146
O64411	reviewed	PAO1_MAIZE	Polyamine oxidase 1 (EC 1.5.3.14) (EC 1.5.3.15)	MPAO1 MPAO PAO	Zea mays (Maize)	500
O70165	reviewed	FCN1_MOUSE	Ficolin-1 (Collagen/fibrinogen domain-containing protein 1) (Ficolin-A) (Ficolin-alpha) (M-ficolin)	Fcn1 Fcna	Mus musculus (Mouse)	334
O75462	reviewed	CRLF1_HUMAN	Cytokine receptor-like factor 1 (Cytokine-like factor 1) (CLF-1) (ZcytoR5)	CRLF1 UNQ288/PRO327	Homo sapiens (Human)	422
O75556	reviewed	SG2A1_HUMAN	Mammaglobin-B (Lacryglobin) (Lipophilin-C) (Mammaglobin-2) (Secretoglobin family 2A member 1)	SCGB2A1 LIPHC MGB2 UGB3	Homo sapiens (Human)	95
O75629	reviewed	CREG1_HUMAN	Protein CREG1 (Cellular repressor of E1A-stimulated genes 1)	CREG1 CREG UNQ727/PRO1409	Homo sapiens (Human)	220
O75636	reviewed	FCN3_HUMAN	Ficolin-3 (Collagen/fibrinogen domain-containing lectin 3 p35) (Collagen/fibrinogen domain-containing protein 3) (Hakata antigen)	FCN3 FCNH HAKA1	Homo sapiens (Human)	299
O76076	reviewed	CCN5_HUMAN	CCN family member 5 (Connective tissue growth factor-like protein) (CTGF-L) (Connective tissue growth factor-related protein 58) (WNT1-inducible-signaling pathway protein 2) (WISP-2)	CCN5 CT58 CTGFL WISP2 UNQ228/PRO261	Homo sapiens (Human)	250
O76818	reviewed	PBAN_AGRIP	PBAN-type neuropeptides (Pheromone/pyrokinin biosynthesis-activating neuropeptide) [Cleaved into: Diapause hormone (DH); PBAN precursor-related peptide 1 (PBAN-PP-1); PBAN precursor-related peptide 2 (PBAN-PP-2); Alpha-subesophageal ganglion neuropeptide (Alpha-SG neuropeptide) (Alpha-SGNP); Beta-subesophageal ganglion neuropeptide (Beta-SG neuropeptide) (Beta-SGNP) (Pyrokinin-1); Pheromone biosynthesis-activating neuropeptide (Agi-PBAN) (Pyrokinin-2); Gamma-subesophageal ganglion neuropeptide (Gamma-SG neuropeptide) (Gamma-SGNP) (Pyrokinin-3); PBAN precursor-related peptide 3 (PBAN-PP-3)]		Agrotis ipsilon (Black cutworm moth)	193
O77801	reviewed	INSL3_BOVIN	Insulin-like 3 (Leydig insulin-like peptide) (Ley-I-L) (Relaxin-like factor) [Cleaved into: Insulin-like 3 B' chain; Insulin-like 3 B chain; Insulin-like 3 A chain]	INSL3 RLF	Bos taurus (Bovine)	132
O80323	reviewed	RNS3_PYRPY	Ribonuclease S-3 (EC 4.6.1.19) (S3-RNase)		Pyrus pyrifolia (Chinese pear) (Pyrus serotina)	222
O88188	reviewed	LY86_MOUSE	Lymphocyte antigen 86 (Ly-86) (Protein MD-1)	Ly86 Md1	Mus musculus (Mouse)	162
O88917	reviewed	AGRL1_RAT	Adhesion G protein-coupled receptor L1 (Calcium-independent alpha-latrotoxin receptor 1) (CIRL-1) (Latrophilin-1)	Adgrl1 Cirl Cirl1 Cl1 Lphn1	Rattus norvegicus (Rat)	1515
O89093	reviewed	CCL20_MOUSE	C-C motif chemokine 20 (Beta-chemokine exodus-1) (CC chemokine LARC) (CC chemokine ST38) (Liver and activation-regulated chemokine) (Macrophage inflammatory protein 3 alpha) (MIP-3-alpha) (Small-inducible cytokine A20)	Ccl20 Larc Scya20	Mus musculus (Mouse)	97
O93364	reviewed	OXLA_CROAD	L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2)		Crotalus adamanteus (Eastern diamondback rattlesnake)	516
O94907	reviewed	DKK1_HUMAN	Dickkopf-related protein 1 (Dickkopf-1) (Dkk-1) (hDkk-1) (SK)	DKK1 UNQ492/PRO1008	Homo sapiens (Human)	266
O94985	reviewed	CSTN1_HUMAN	Calsyntenin-1 (Alcadein-alpha) (Alc-alpha) (Alzheimer-related cadherin-like protein) (Non-classical cadherin XB31alpha) [Cleaved into: Soluble Alc-alpha (SAlc-alpha); CTF1-alpha (C-terminal fragment 1-alpha)]	CLSTN1 CS1 KIAA0911	Homo sapiens (Human)	981
O95407	reviewed	TNF6B_HUMAN	Tumor necrosis factor receptor superfamily member 6B (Decoy receptor 3) (DcR3) (Decoy receptor for Fas ligand) (M68)	TNFRSF6B DCR3 TR6 UNQ186/PRO212	Homo sapiens (Human)	300
O95633	reviewed	FSTL3_HUMAN	Follistatin-related protein 3 (Follistatin-like protein 3) (Follistatin-related gene protein)	FSTL3 FLRG UNQ674/PRO1308	Homo sapiens (Human)	263
O95711	reviewed	LY86_HUMAN	Lymphocyte antigen 86 (Ly-86) (Protein MD-1)	LY86 MD1	Homo sapiens (Human)	162
O95715	reviewed	CXL14_HUMAN	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14 MIP2G NJAC SCYB14 PSEC0212 UNQ240/PRO273	Homo sapiens (Human)	111
O95750	reviewed	FGF19_HUMAN	Fibroblast growth factor 19 (FGF-19)	FGF19 UNQ334/PRO533	Homo sapiens (Human)	216
O95813	reviewed	CER1_HUMAN	Cerberus (Cerberus-related protein) (DAN domain family member 4)	CER1 DAND4	Homo sapiens (Human)	267
O95866	reviewed	G6B_HUMAN	Megakaryocyte and platelet inhibitory receptor G6b (Protein G6b)	MPIG6B C6orf25 G6B G6B-B	Homo sapiens (Human)	241
O95881	reviewed	TXD12_HUMAN	Thioredoxin domain-containing protein 12 (EC 1.8.4.2) (Endoplasmic reticulum resident protein 18) (ER protein 18) (ERp18) (Endoplasmic reticulum resident protein 19) (ER protein 19) (ERp19) (Thioredoxin-like protein p19) (hTLP19)	TXNDC12 TLP19 UNQ713/PRO1376	Homo sapiens (Human)	172
O95967	reviewed	FBLN4_HUMAN	EGF-containing fibulin-like extracellular matrix protein 2 (Fibulin-4) (FIBL-4) (Protein UPH1)	EFEMP2 FBLN4 UNQ200/PRO226	Homo sapiens (Human)	443
O95968	reviewed	SG1D1_HUMAN	Secretoglobin family 1D member 1 (Lipophilin-A)	SCGB1D1 LIPHA LPNA	Homo sapiens (Human)	90
O95994	reviewed	AGR2_HUMAN	Anterior gradient protein 2 homolog (AG-2) (hAG-2) (HPC8) (Secreted cement gland protein XAG-2 homolog)	AGR2 AG2 UNQ515/PRO1030	Homo sapiens (Human)	175
O95998	reviewed	I18BP_HUMAN	Interleukin-18-binding protein (IL-18BP) (Tadekinig-alfa)	IL18BP	Homo sapiens (Human)	194
O96935	reviewed	AMPN_PLAF7	Aminopeptidase N (EC 3.4.11.-) (M1 alanyl aminopeptidase) (PfM1AAP) (M1 family aminopeptidase) (PfA-M1) [Cleaved into: p120 form; p96 form; p68 form; p35 form]	M1AAP MAL13P1.56 PF3D7_1311800	Plasmodium falciparum (isolate 3D7)	1085
O97763	reviewed	NPC2_PIG	NPC intracellular cholesterol transporter 2 (16 kDa secretory protein) (Epididymal secretory protein E1) (Niemann Pick type C2 protein homolog)	NPC2	Sus scrofa (Pig)	149
O97939	reviewed	ENAM_PIG	Enamelin [Cleaved into: 89 kDa enamelin; 142 kDa enamelin; 155 kDa enamelin; 56 kDa enamelin; 32 kDa enamelin; 25 kDa enamelin; 34 kDa enamelin]	ENAM	Sus scrofa (Pig)	1142
P00433	reviewed	PER1A_ARMRU	Peroxidase C1A (EC 1.11.1.7)	PRXC1A HPRC1	Armoracia rusticana (Horseradish) (Armoracia laphatifolia)	353
P00450	reviewed	CERU_HUMAN	Ceruloplasmin (Cuproxidase ceruloplasmin) (EC 1.16.3.4) (Ferroxidase ceruloplasmin) (EC 1.16.3.1) (Glutathione peroxidase ceruloplasmin) (EC 1.11.1.9) (Glutathione-dependent peroxiredoxin ceruloplasmin) (EC 1.11.1.27)	CP	Homo sapiens (Human)	1065
P00533	reviewed	EGFR_HUMAN	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	EGFR ERBB ERBB1 HER1	Homo sapiens (Human)	1210
P00592	reviewed	PA21B_PIG	Phospholipase A2, major isoenzyme (EC 3.1.1.4) (Group IB phospholipase A2) (Phosphatidylcholine 2-acylhydrolase 1B)	PLA2G1B	Sus scrofa (Pig)	146
P00593	reviewed	PA21B_BOVIN	Phospholipase A2 (EC 3.1.1.4) (Group IB phospholipase A2) (Phosphatidylcholine 2-acylhydrolase 1B)	PLA2G1B	Bos taurus (Bovine)	145
P00615	reviewed	PA2HB_OXYSC	Neutral phospholipase A2 homolog taipoxin beta chain 1 (svPLA2 homolog)		Oxyuranus scutellatus scutellatus (Australian taipan) (Coastal taipan)	145
P00616	reviewed	PA2HG_OXYSC	Acidic phospholipase A2 homolog taipoxin gamma chain (svPLA2 homolog)		Oxyuranus scutellatus scutellatus (Australian taipan) (Coastal taipan)	152
P00623	reviewed	PA2A_CROAD	Acidic phospholipase A2 beta (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Crotalus adamanteus (Eastern diamondback rattlesnake)	138
P00624	reviewed	PA2A_CROAT	Acidic phospholipase A2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Crotalus atrox (Western diamondback rattlesnake)	138
P00625	reviewed	PA2A1_OVOOK	Acidic phospholipase A2 DE-I (svPA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2 Ook-E6) (Phospholipase A2 PLA2-01)		Ovophis okinavensis (Ryukyu Island pit viper) (Trimeresurus okinavensis)	139
P00626	reviewed	PA2BA_VIPAA	Basic phospholipase A2 ammodytoxin A (AtxA) (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Vipera ammodytes ammodytes (Western sand viper)	138
P00635	reviewed	PPA5_YEAST	Repressible acid phosphatase (EC 3.1.3.2) (P60)	PHO5 YBR093C YBR0814	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	467
P00639	reviewed	DNAS1_BOVIN	Deoxyribonuclease-1 (EC 3.1.21.1) (Deoxyribonuclease I) (DNase I)	DNASE1 DNL1	Bos taurus (Bovine)	282
P00655	reviewed	RNAS_ASPGI	Ribonuclease alpha-sarcin (EC 4.6.1.23) (rRNA endonuclease)	sar	Aspergillus giganteus	177
P00669	reviewed	RNS_BOVIN	Seminal ribonuclease (S-RNase) (Seminal RNase) (EC 4.6.1.18) (Ribonuclease BS-1)	SRN	Bos taurus (Bovine)	150
P00684	reviewed	RNS1B_RAT	Ribonuclease pancreatic beta-type (EC 4.6.1.18) (RL1) (RNase 1 gamma) (RNase A)	Rnase1 Rib-1 Rib1 Rns1	Rattus norvegicus (Rat)	152
P00687	reviewed	AMY1_MOUSE	Alpha-amylase 1 (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase 1) (Salivary and hepatic alpha-amylase)	Amy1 Amy-1-a Amy1a	Mus musculus (Mouse)	511
P00688	reviewed	AM2A5_MOUSE	Pancreatic alpha-amylase 2a5 (PA) (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)	Amy2a5 Amy2 Amy2a	Mus musculus (Mouse)	508
P00690	reviewed	AMYP_PIG	Pancreatic alpha-amylase (PA) (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)	AMY2	Sus scrofa (Pig)	511
P00697	reviewed	LYSC1_RAT	Lysozyme C-1 (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)	Lyz1 Lyz	Rattus norvegicus (Rat)	148
P00698	reviewed	LYSC_CHICK	Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C) (Allergen Gal d IV) (allergen Gal d 4)	LYZ	Gallus gallus (Chicken)	147
P00701	reviewed	LYSC_COTJA	Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)	LYZ	Coturnix japonica (Japanese quail) (Coturnix coturnix japonica)	147
P00702	reviewed	LYSC_PHACO	Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)	LYZ	Phasianus colchicus colchicus (Black-necked pheasant)	147
P00703	reviewed	LYSC_MELGA	Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)	LYZ	Meleagris gallopavo (Wild turkey)	147
P00709	reviewed	LALBA_HUMAN	Alpha-lactalbumin (Lactose synthase B protein) (Lysozyme-like protein 7)	LALBA LYZL7	Homo sapiens (Human)	142
P00711	reviewed	LALBA_BOVIN	Alpha-lactalbumin (Lactose synthase B protein) (allergen Bos d 4)	LALBA ALACTA	Bos taurus (Bovine)	142
P00712	reviewed	LALBA_CAPHI	Alpha-lactalbumin (Lactose synthase B protein)	LALBA	Capra hircus (Goat)	142
P00713	reviewed	LALBA_CAVPO	Alpha-lactalbumin (Lactose synthase B protein)	LALBA	Cavia porcellus (Guinea pig)	142
P00714	reviewed	LALBA_RAT	Alpha-lactalbumin (Lactose synthase B protein)	Lalba	Rattus norvegicus (Rat)	159
P00716	reviewed	LALBA_RABIT	Alpha-lactalbumin (Lactose synthase B protein)	LALBA	Oryctolagus cuniculus (Rabbit)	141
P00724	reviewed	INV2_YEAST	Invertase 2 (EC 3.2.1.26) (Beta-fructofuranosidase 2) (Saccharase)	SUC2 YIL162W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	532
P00730	reviewed	CBPA1_BOVIN	Carboxypeptidase A1 (EC 3.4.17.1)	CPA1 CPA	Bos taurus (Bovine)	419
P00736	reviewed	C1R_HUMAN	Complement C1r subcomponent (EC 3.4.21.41) (Complement component 1 subcomponent r) [Cleaved into: Complement C1r subcomponent heavy chain (Complement C1r subcomponent chain A); Complement C1r subcomponent light chain (Complement C1r subcomponent chain B)]	C1R	Homo sapiens (Human)	705
P00738	reviewed	HPT_HUMAN	Haptoglobin (Zonulin) [Cleaved into: Haptoglobin alpha chain; Haptoglobin beta chain]	HP	Homo sapiens (Human)	406
P00739	reviewed	HPTR_HUMAN	Haptoglobin-related protein	HPR	Homo sapiens (Human)	348
P00747	reviewed	PLMN_HUMAN	Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]	PLG	Homo sapiens (Human)	810
P00748	reviewed	FA12_HUMAN	Coagulation factor XII (EC 3.4.21.38) (Hageman factor) (HAF) [Cleaved into: Coagulation factor XIIa heavy chain; Beta-factor XIIa part 1; Coagulation factor XIIa light chain (Beta-factor XIIa part 2)]	F12	Homo sapiens (Human)	615
P00749	reviewed	UROK_HUMAN	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	PLAU	Homo sapiens (Human)	431
P00750	reviewed	TPA_HUMAN	Tissue-type plasminogen activator (t-PA) (t-plasminogen activator) (tPA) (EC 3.4.21.68) (Alteplase) (Reteplase) [Cleaved into: Tissue-type plasminogen activator chain A; Tissue-type plasminogen activator chain B]	PLAT	Homo sapiens (Human)	562
P00751	reviewed	CFAB_HUMAN	Complement factor B (EC 3.4.21.47) (C3/C5 convertase) (Glycine-rich beta glycoprotein) (GBG) (PBF2) (Properdin factor B) [Cleaved into: Complement factor B Ba (Ba); Complement factor B Bb (Bb)]	CFB BF BFD	Homo sapiens (Human)	764
P00757	reviewed	K1KB4_MOUSE	Kallikrein 1-related peptidase-like b4 (7S nerve growth factor alpha chain) (Alpha-NGF)	Klk1b4 Klk-4 Klk4 Ngfa	Mus musculus (Mouse)	256
P00760	reviewed	TRY1_BOVIN	Serine protease 1 (EC 3.4.21.4) (Anionic trypsin I) (Anionic trypsin-I) (Beta-trypsin) (Cationic trypsin) (Pretrypsinogen I) (Trypsin I) (Trypsin-I) [Cleaved into: Alpha-trypsin chain 1; Alpha-trypsin chain 2]	PRSS1 TRP1 TRY1 TRYP1	Bos taurus (Bovine)	246
P00772	reviewed	CELA1_PIG	Chymotrypsin-like elastase family member 1 (EC 3.4.21.36) (Elastase-1)	CELA1 ELA1	Sus scrofa (Pig)	266
P00773	reviewed	CELA1_RAT	Chymotrypsin-like elastase family member 1 (EC 3.4.21.36) (Elastase-1)	Cela1 Ela1	Rattus norvegicus (Rat)	266
P00791	reviewed	PEPA_PIG	Pepsin A (EC 3.4.23.1)	PGA	Sus scrofa (Pig)	385
P00794	reviewed	CHYM_BOVIN	Chymosin (EC 3.4.23.4) (Preprorennin)	CYM CPC	Bos taurus (Bovine)	381
P00797	reviewed	RENI_HUMAN	Renin (EC 3.4.23.15) (Angiotensinogenase)	REN	Homo sapiens (Human)	406
P00995	reviewed	ISK1_HUMAN	Serine protease inhibitor Kazal-type 1 (Pancreatic secretory trypsin inhibitor) (Tumor-associated trypsin inhibitor) (TATI)	SPINK1 PSTI	Homo sapiens (Human)	79
P01001	reviewed	ISK6_BOVIN	Serine protease inhibitor Kazal-type 6 (Acrosin inhibitor 2) (Acrosin inhibitor IIA) (BUSI-II)	SPINK6	Bos taurus (Bovine)	80
P01005	reviewed	IOVO_CHICK	Ovomucoid (Allergen Gal d I) (allergen Gal d 1)		Gallus gallus (Chicken)	210
P01008	reviewed	ANT3_HUMAN	Antithrombin-III (ATIII) (Serpin C1)	SERPINC1 AT3 PRO0309	Homo sapiens (Human)	464
P01009	reviewed	A1AT_HUMAN	Alpha-1-antitrypsin (Alpha-1 protease inhibitor) (Alpha-1-antiproteinase) (Serpin A1) [Cleaved into: Short peptide from AAT (SPAAT)]	SERPINA1 AAT PI PRO0684 PRO2209	Homo sapiens (Human)	418
P01011	reviewed	AACT_HUMAN	Alpha-1-antichymotrypsin (ACT) (Cell growth-inhibiting gene 24/25 protein) (Serpin A3) [Cleaved into: Alpha-1-antichymotrypsin His-Pro-less]	SERPINA3 AACT GIG24 GIG25	Homo sapiens (Human)	423
P01015	reviewed	ANGT_RAT	Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I) (Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II) (Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III) (Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV) (Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4]	Agt Serpina8	Rattus norvegicus (Rat)	477
P01019	reviewed	ANGT_HUMAN	Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I) (Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II) (Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III) (Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV) (Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4]	AGT SERPINA8	Homo sapiens (Human)	476
P01023	reviewed	A2MG_HUMAN	Alpha-2-macroglobulin (Alpha-2-M) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5)	A2M CPAMD5 FWP007	Homo sapiens (Human)	1474
P01024	reviewed	CO3_HUMAN	Complement C3 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b (Complement C3b-alpha' chain); Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	C3 CPAMD1	Homo sapiens (Human)	1663
P01027	reviewed	CO3_MOUSE	Complement C3 (HSE-MSF) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b (Complement C3b-alpha' chain); Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	C3	Mus musculus (Mouse)	1663
P01033	reviewed	TIMP1_HUMAN	Metalloproteinase inhibitor 1 (Erythroid-potentiating activity) (EPA) (Fibroblast collagenase inhibitor) (Collagenase inhibitor) (Tissue inhibitor of metalloproteinases 1) (TIMP-1)	TIMP1 CLGI TIMP	Homo sapiens (Human)	207
P01034	reviewed	CYTC_HUMAN	Cystatin-C (Cystatin-3) (Gamma-trace) (Neuroendocrine basic polypeptide) (Post-gamma-globulin)	CST3	Homo sapiens (Human)	146
P01036	reviewed	CYTS_HUMAN	Cystatin-S (Cystatin-4) (Cystatin-SA-III) (Salivary acidic protein 1)	CST4	Homo sapiens (Human)	141
P01037	reviewed	CYTN_HUMAN	Cystatin-SN (Cystain-SA-I) (Cystatin-1) (Salivary cystatin-SA-1)	CST1	Homo sapiens (Human)	141
P01042	reviewed	KNG1_HUMAN	Kininogen-1 (Alpha-2-thiol proteinase inhibitor) (Fitzgerald factor) (High molecular weight kininogen) (HMWK) (Williams-Fitzgerald-Flaujeac factor) [Cleaved into: Kininogen-1 heavy chain; T-kinin (Ile-Ser-Bradykinin); Bradykinin (Kallidin I); Lysyl-bradykinin (Kallidin II); Kininogen-1 light chain; Low molecular weight growth-promoting factor]	KNG1 BDK KNG	Homo sapiens (Human)	644
P01045	reviewed	KNG2_BOVIN	Kininogen-2 (Kininogen II) (Thiol proteinase inhibitor) [Cleaved into: Kininogen-2 heavy chain; Bradykinin (Kallidin I); Lysyl-bradykinin (Kallidin II); Kininogen-2 light chain]	KNG2	Bos taurus (Bovine)	619
P01048	reviewed	KNT1_RAT	T-kininogen 1 (Alpha-1-MAP) (Major acute phase protein) (T-kininogen I) (Thiostatin) [Cleaved into: T-kininogen 1 heavy chain (T-kininogen I heavy chain); T-kinin; T-kininogen 1 light chain (T-kininogen I light chain)]	Map1	Rattus norvegicus (Rat)	430
P01083	reviewed	IAA2_WHEAT	Alpha-amylase inhibitor 0.28 (CIII) (WMAI-1)	IMA1	Triticum aestivum (Wheat)	153
P01131	reviewed	LDLR_BOVIN	Low-density lipoprotein receptor (LDL receptor)	LDLR	Bos taurus (Bovine)	845
P01137	reviewed	TGFB1_HUMAN	Transforming growth factor beta-1 proprotein [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-1 (TGF-beta-1)]	TGFB1 TGFB	Homo sapiens (Human)	390
P01139	reviewed	NGF_MOUSE	Beta-nerve growth factor (Beta-NGF)	Ngf Ngfb	Mus musculus (Mouse)	241
P01148	reviewed	GON1_HUMAN	Progonadoliberin-1 (Progonadoliberin I) [Cleaved into: Gonadoliberin-1 (Gonadoliberin I) (Gonadorelin) (Gonadotropin-releasing hormone I) (GnRH-I) (Luliberin I) (Luteinizing hormone-releasing hormone I) (LH-RH I); GnRH-associated peptide 1 (GnRH-associated peptide I)]	GNRH1 GNRH GRH LHRH	Homo sapiens (Human)	92
P01161	reviewed	ANF_RAT	Natriuretic peptides A (Atrial natriuretic factor prohormone) (preproANF) (proANF) (Atrial natriuretic peptide prohormone) (preproANP) (proANP) (Atriopeptigen) (Cardiodilatin) (CDD) (preproCDD-ANF) [Cleaved into: Long-acting natriuretic peptide (LANP) (Long-acting natriuretic hormone) (LANH) (Pro atrial natriuretic factor 1-30) (proANF 1-30) (Pro atrial natriuretic peptide 1-30) (proANP 1-30); Vessel dilator (VSDL) (Pro atrial natriuretic factor 31-67) (proANF 31-67) (Pro atrial natriuretic peptide 31-67) (proANP 31-67); Kaliuretic peptide (KP) (Pro atrial natriuretic factor 79-98) (proANF 79-98) (Pro atrial natriuretic peptide 79-98) (proANP 79-98); Urodilatin (URO) (CDD 95-126) (CDD-ANP (95-126)) (Pro atrial natriuretic peptide 95-126) (proANP 95-126); Auriculin-C (Atrial natriuretic factor 1-33) (ANF 1-33); Auriculin-D (Atrial natriuretic factor 3-33) (ANF 3-33); Atrial natriuretic peptide (ANP) (Alpha-atrial natriuretic peptide) (Alpha-hANP) (Atrial natriuretic factor) (ANF) (CDD-ANF) (CDD-ANP (99-126)) (Cardionatrin) (Pro atrial natriuretic factor 99-126) (proANF 99-126); Auriculin-B (Atrial natriuretic factor 8-33) (ANF 8-33); Auriculin-A; Atriopeptin-1 (Atriopeptin I); Atriopeptin-2 (Atriopeptin II); Atriopeptin-3 (Atriopeptin III)]	Nppa	Rattus norvegicus (Rat)	152
P01165	reviewed	7B2_PIG	Neuroendocrine protein 7B2 (Secretogranin V) (Secretogranin-5) (Secretory granule endocrine protein I) [Cleaved into: N-terminal peptide; C-terminal peptide]	SCG5 SGNE1	Sus scrofa (Pig)	207
P01168	reviewed	SMS_PIG	Somatostatin [Cleaved into: Somatostatin-28; Somatostatin-14; Neuronostatin (NST)]	SST	Sus scrofa (Pig)	116
P01175	reviewed	NEU1_BOVIN	Oxytocin-neurophysin 1 (OT-NPI) [Cleaved into: Oxytocin (Ocytocin); Neurophysin 1]	OXT	Bos taurus (Bovine)	125
P01178	reviewed	NEU1_HUMAN	Oxytocin-neurophysin 1 (OT-NPI) [Cleaved into: Oxytocin (Ocytocin); Neurophysin 1]	OXT OT	Homo sapiens (Human)	125
P01179	reviewed	NEU1_RAT	Oxytocin-neurophysin 1 (OT-NPI) [Cleaved into: Oxytocin (Ocytocin); Neurophysin 1]	Oxt Ot	Rattus norvegicus (Rat)	125
P01180	reviewed	NEU2_BOVIN	Vasopressin-neurophysin 2-copeptin (AVP-NPII) [Cleaved into: Arg-vasopressin (Arginine-vasopressin); Neurophysin 2 (Neurophysin-II); Copeptin]	AVP	Bos taurus (Bovine)	166
P01183	reviewed	NEU2_PIG	Vasopressin-neurophysin 2-copeptin (AVP-NPII) [Cleaved into: Lys-vasopressin; Neurophysin 2 (Neurophysin-I/-III); Copeptin]	AVP	Sus scrofa (Pig)	166
